Player,IsTop10In3P,No,Team,Games,Min,Pts,Reb,Ast,Stl,Blk,To,Pf,Dreb,Oreb,Fgm-a,Pct,3gm-a,3Pct,Ftm-a,FtPct,Eff,Deff,Year
Richard Hamilton,0,4,Detroit,107,48.59999847,92.59999847,43.20000076,21.5,7.099999905,6.099999905,12.69999981,20.20000076,30.39999962,12.69999981,34.7-78.5,0.442000002,4.4-13.1,0.340000004,18.8-25.4,0.739000022,107.4000015,11.69999981,2004
Willie Green,0,20,Philadelphia,87,48.5,98.59999847,41.59999847,20.79999924,9.199999809,3.900000095,15,22.79999924,30.60000038,11,35.9-82.0,0.437000006,6.2-17.8,0.347000003,20.7-26.4,0.786000013,107.3000031,-4.900000095,2004
Tony Parker,0,1,San Antonio,105,48.29999924,96.40000153,42.29999924,20.89999962,7.099999905,6.400000095,13.19999981,21.20000076,30.20000076,12.10000038,35.4-78.2,0.453000009,6.4-17.3,0.368999988,19.1-26.3,0.725000024,109.9000015,15,2004
Brian Scalabrine,0,18,Brooklyn,86,48.59999847,91.69999695,39.70000076,21.60000038,7.900000095,3.599999905,13.39999962,24.5,29.10000038,10.5,33.6-78.6,0.426999986,5.3-15.0,0.356999993,19.2-25.2,0.762000024,100.0999985,-2.900000095,2004
Keyon Dooling,0,2,Miami,97,48.70000076,101,42.79999924,21.39999962,6.300000191,5.800000191,13.5,22.5,32.40000153,10.39999962,37.5-77.0,0.486999989,5.8-15.4,0.379000008,20.2-30.1,0.671999991,114.4000015,14.60000038,2004
Tierre Brown,0,28,L.A.Lakers,82,48.20000076,98.69999695,43.20000076,20.39999962,6.199999809,4.199999809,13.69999981,21.89999962,30.60000038,12.5,35.3-80.8,0.437000006,7.9-22.1,0.354999989,20.3-26.1,0.77700001,107.5999985,-11.10000038,2004
Lindsey Hunter,0,4,Detroit,107,48.59999847,92.59999847,43.20000076,21.5,7.099999905,6.099999905,12.69999981,20.20000076,30.39999962,12.69999981,34.7-78.5,0.442000002,4.4-13.1,0.340000004,18.8-25.4,0.739000022,107.4000015,11.69999981,2004
Lucious Harris,0,9,Cleveland,82,48.40000153,96.5,42.29999924,22.60000038,8,5.599999905,13.10000038,22.60000038,28.70000076,13.60000038,36.5-81.5,0.446999997,3.7-11.0,0.331999987,19.9-26.5,0.751999974,110.3000031,5.400000095,2004
Mehmet Okur,0,19,Utah,82,48.20000076,93,40.09999847,22.29999924,6.599999905,4.599999905,14.89999962,26.70000076,27.39999962,12.80000019,34.5-76.8,0.449000001,3.0-9.3,0.328000009,21.0-27.7,0.757000029,102.5,-4.5,2004
Tony Allen,0,14,Boston,89,48.5,100.1999969,40.70000076,21.60000038,8.199999809,5.300000191,15.30000019,24.5,29.70000076,11,36.8-79.0,0.465999991,5.3-15.2,0.347000003,21.3-27.9,0.763000011,111.9000015,1.299999952,2004
Marquis Daniels,0,5,Dallas,95,48.20000076,102.9000015,43,19.29999924,8.399999619,5.5,12.80000019,22.29999924,30.60000038,12.39999962,37.4-81.9,0.456,5.8-15.8,0.365999997,22.3-28.3,0.788999975,115.9000015,8.399999619,2004
Matt Harpring,0,19,Utah,82,48.20000076,93,40.09999847,22.29999924,6.599999905,4.599999905,14.89999962,26.70000076,27.39999962,12.80000019,34.5-76.8,0.449000001,3.0-9.3,0.328000009,21.0-27.7,0.757000029,102.5,-4.5,2004
Jacque Vaughn,0,18,Brooklyn,86,48.59999847,91.69999695,39.70000076,21.60000038,7.900000095,3.599999905,13.39999962,24.5,29.10000038,10.5,33.6-78.6,0.426999986,5.3-15.0,0.356999993,19.2-25.2,0.762000024,100.0999985,-2.900000095,2004
Mike Sweetney,0,21,New York,82,48.5,97.30000305,41,20.29999924,7.699999809,3.200000048,13.89999962,23.70000076,29.20000076,11.80000019,36.3-80.5,0.451000005,5.4-15.1,0.356000006,19.3-25.1,0.76700002,105.5,-5.699999809,2004
Robert Traylor,0,9,Cleveland,82,48.40000153,96.5,42.29999924,22.60000038,8,5.599999905,13.10000038,22.60000038,28.70000076,13.60000038,36.5-81.5,0.446999997,3.7-11.0,0.331999987,19.9-26.5,0.751999974,110.3000031,5.400000095,2004
Darius Songaila,0,10,Sacramento,87,48.40000153,103.5999985,42,24.20000076,8.100000381,3.900000095,12.60000038,20.89999962,29.5,12.5,39.0-85.2,0.458000004,6.3-17.2,0.367000014,19.3-24.4,0.787,118,4.5,2004
Michael Ruffin,0,23,Washington,92,48.20000076,100.5,42.79999924,18.89999962,8.699999809,4.400000095,13.80000019,22.39999962,29.10000038,13.69999981,36.1-82.8,0.435000002,6.2-18.3,0.338,22.2-30.6,0.725000024,106.1999969,-7.099999905,2004
Brian Grant,0,28,L.A.Lakers,82,48.20000076,98.69999695,43.20000076,20.39999962,6.199999809,4.199999809,13.69999981,21.89999962,30.60000038,12.5,35.3-80.8,0.437000006,7.9-22.1,0.354999989,20.3-26.1,0.77700001,107.5999985,-11.10000038,2004
Calbert Cheaney,0,25,Golden State,82,48.5,98.69999695,42.70000076,22.10000038,7.800000191,5.099999905,13.10000038,22.39999962,29.70000076,13,36.9-85.8,0.430000007,7.6-21.6,0.351999998,17.2-23.8,0.722000003,107.8000031,-8.199999809,2004
Tim Duncan*,0,1,San Antonio,105,48.29999924,96.40000153,42.29999924,20.89999962,7.099999905,6.400000095,13.19999981,21.20000076,30.20000076,12.10000038,35.4-78.2,0.453000009,6.4-17.3,0.368999988,19.1-26.3,0.725000024,109.9000015,15,2004
Marcus Fizer,0,26,Milwaukee,82,48.20000076,97.19999695,41.29999924,21,6.5,3.5,13.30000019,21.89999962,29.29999924,12,36.1-80.2,0.449999988,4.0-11.3,0.351000011,21.0-27.2,0.772000015,105.9000015,-8.899999619,2004
Danny Fortson,0,13,Oklahoma City,93,48.20000076,98.90000153,40.79999924,17.89999962,6.699999809,4.199999809,12.69999981,24,28.10000038,12.69999981,35.2-79.0,0.444999993,7.7-21.5,0.360000014,20.8-26.3,0.791000009,106.4000015,1.700000048,2004
Jeff Foster,0,16,Indiana,95,48.5,91.80000305,40.09999847,18.10000038,7.599999905,4.599999905,13.60000038,22.89999962,29.39999962,10.60000038,32.0-74.9,0.428000003,6.5-19.0,0.340999991,21.2-26.8,0.791000009,100.0999985,-0.5,2004
Nick Collison,0,13,Oklahoma City,93,48.20000076,98.90000153,40.79999924,17.89999962,6.699999809,4.199999809,12.69999981,24,28.10000038,12.69999981,35.2-79.0,0.444999993,7.7-21.5,0.360000014,20.8-26.3,0.791000009,106.4000015,1.700000048,2004
Eddy Curry,0,15,Chicago,88,48.29999924,95,43.90000153,21.29999924,7,4.5,16,25,31.5,12.39999962,34.8-80.7,0.430999994,6.4-17.9,0.358999997,19.0-25.4,0.748000026,103.3000031,0.100000001,2004
Samuel Dalembert,0,20,Philadelphia,87,48.5,98.59999847,41.59999847,20.79999924,9.199999809,3.900000095,15,22.79999924,30.60000038,11,35.9-82.0,0.437000006,6.2-17.8,0.347000003,20.7-26.4,0.786000013,107.3000031,-4.900000095,2004
Erick Dampier,0,5,Dallas,95,48.20000076,102.9000015,43,19.29999924,8.399999619,5.5,12.80000019,22.29999924,30.60000038,12.39999962,37.4-81.9,0.456,5.8-15.8,0.365999997,22.3-28.3,0.788999975,115.9000015,8.399999619,2004
Rafael Araújo,0,22,Toronto,82,48.29999924,99.69999695,40.09999847,20.39999962,7.599999905,3.900000095,12.60000038,22.89999962,29.79999924,10.30000019,36.0-81.2,0.444000006,7.9-20.5,0.38499999,19.8-25.6,0.773999989,108,-7,2004
Carlos Boozer,0,19,Utah,82,48.20000076,93,40.09999847,22.29999924,6.599999905,4.599999905,14.89999962,26.70000076,27.39999962,12.80000019,34.5-76.8,0.449000001,3.0-9.3,0.328000009,21.0-27.7,0.757000029,102.5,-4.5,2004
Curtis Borchardt,0,19,Utah,82,48.20000076,93,40.09999847,22.29999924,6.599999905,4.599999905,14.89999962,26.70000076,27.39999962,12.80000019,34.5-76.8,0.449000001,3.0-9.3,0.328000009,21.0-27.7,0.757000029,102.5,-4.5,2004
Chris Bosh*,0,22,Toronto,82,48.29999924,99.69999695,40.09999847,20.39999962,7.599999905,3.900000095,12.60000038,22.89999962,29.79999924,10.30000019,36.0-81.2,0.444000006,7.9-20.5,0.38499999,19.8-25.6,0.773999989,108,-7,2004
Ryan Bowen,0,7,Houston,89,48.40000153,95.30000305,42,20.89999962,6.900000095,4.699999809,13.10000038,22.20000076,31.29999924,10.69999981,34.7-78.0,0.444999993,6.8-18.5,0.367000014,19.0-24.3,0.782000005,108,7.699999809,2004
Shawn Bradley,0,5,Dallas,95,48.20000076,102.9000015,43,19.29999924,8.399999619,5.5,12.80000019,22.29999924,30.60000038,12.39999962,37.4-81.9,0.456,5.8-15.8,0.365999997,22.3-28.3,0.788999975,115.9000015,8.399999619,2004
Elton Brand,0,11,L.A.Clippers,82,48.90000153,95.69999695,41.90000153,23.20000076,7.300000191,5.199999809,14.80000019,22.20000076,29.89999962,12,35.7-77.7,0.458999991,2.8-8.2,0.344999999,21.6-27.7,0.777999997,110.3000031,4.199999809,2004
P.J. Brown,0,29,New Orleans,82,48.59999847,88.40000153,40.20000076,21,6.699999809,3.799999952,13.89999962,23,27.79999924,12.39999962,33.1-80.0,0.414999992,5.1-16.0,0.314999998,17.1-22.3,0.765999973,94.19999695,-16.20000076,2004
Greg Ostertag,0,10,Sacramento,87,48.40000153,103.5999985,42,24.20000076,8.100000381,3.900000095,12.60000038,20.89999962,29.5,12.5,39.0-85.2,0.458000004,6.3-17.2,0.367000014,19.3-24.4,0.787,118,4.5,2004
Zaza Pachulia,0,26,Milwaukee,82,48.20000076,97.19999695,41.29999924,21,6.5,3.5,13.30000019,21.89999962,29.29999924,12,36.1-80.2,0.449999988,4.0-11.3,0.351000011,21.0-27.2,0.772000015,105.9000015,-8.899999619,2004
Emeka Okafor,0,27,Charlotte,82,48.5,94.30000305,41.70000076,21.89999962,8.5,5.400000095,13.89999962,23.10000038,28.5,13.19999981,36.1-83.6,0.432000011,3.9-10.7,0.363000005,18.1-25.6,0.708999991,102.8000031,-11,2004
Rasho Nesterović,0,1,San Antonio,105,48.29999924,96.40000153,42.29999924,20.89999962,7.099999905,6.400000095,13.19999981,21.20000076,30.20000076,12.10000038,35.4-78.2,0.453000009,6.4-17.3,0.368999988,19.1-26.3,0.725000024,109.9000015,15,2004
Yao Ming*,0,7,Houston,89,48.40000153,95.30000305,42,20.89999962,6.900000095,4.699999809,13.10000038,22.20000076,31.29999924,10.69999981,34.7-78.0,0.444999993,6.8-18.5,0.367000014,19.0-24.3,0.782000005,108,7.699999809,2004
Kenyon Martin,0,8,Denver,87,48.20000076,99,41.79999924,23.39999962,9,6,14.30000019,23.10000038,30.10000038,11.69999981,36.8-80.6,0.456999987,3.8-11.3,0.337000012,21.6-28.3,0.760999978,114.4000015,7,2004
Tony Massenburg,0,1,San Antonio,105,48.29999924,96.40000153,42.29999924,20.89999962,7.099999905,6.400000095,13.19999981,21.20000076,30.20000076,12.10000038,35.4-78.2,0.453000009,6.4-17.3,0.368999988,19.1-26.3,0.725000024,109.9000015,15,2004
Udonis Haslem,0,2,Miami,97,48.70000076,101,42.79999924,21.39999962,6.300000191,5.800000191,13.5,22.5,32.40000153,10.39999962,37.5-77.0,0.486999989,5.8-15.4,0.379000008,20.2-30.1,0.671999991,114.4000015,14.60000038,2004
Alan Henderson,0,5,Dallas,95,48.20000076,102.9000015,43,19.29999924,8.399999619,5.5,12.80000019,22.29999924,30.60000038,12.39999962,37.4-81.9,0.456,5.8-15.8,0.365999997,22.3-28.3,0.788999975,115.9000015,8.399999619,2004
Grant Hill*,0,17,Orlando,82,48.09999847,99.5,43.70000076,19.29999924,7.699999809,5.400000095,15.60000038,23.60000038,31,12.69999981,37.0-81.5,0.453999996,3.9-11.2,0.349000007,21.6-28.5,0.759000003,108.5999985,-2.900000095,2004
Steven Hunter,0,3,Phoenix,97,48.29999924,110.6999969,44,23,6.800000191,5.599999905,13.30000019,19.20000076,32.09999847,11.80000019,41.0-85.5,0.479999989,9.5-23.9,0.398000002,19.1-25.4,0.750999987,126.0999985,12.39999962,2004
Dwight Howard,0,17,Orlando,82,48.09999847,99.5,43.70000076,19.29999924,7.699999809,5.400000095,15.60000038,23.60000038,31,12.69999981,37.0-81.5,0.453999996,3.9-11.2,0.349000007,21.6-28.5,0.759000003,108.5999985,-2.900000095,2004
Chris Kaman,0,11,L.A.Clippers,82,48.90000153,95.69999695,41.90000153,23.20000076,7.300000191,5.199999809,14.80000019,22.20000076,29.89999962,12,35.7-77.7,0.458999991,2.8-8.2,0.344999999,21.6-27.7,0.777999997,110.3000031,4.199999809,2004
Zydrunas Ilgauskas,0,9,Cleveland,82,48.40000153,96.5,42.29999924,22.60000038,8,5.599999905,13.10000038,22.60000038,28.70000076,13.60000038,36.5-81.5,0.446999997,3.7-11.0,0.331999987,19.9-26.5,0.751999974,110.3000031,5.400000095,2004
Jerome James,0,13,Oklahoma City,93,48.20000076,98.90000153,40.79999924,17.89999962,6.699999809,4.199999809,12.69999981,24,28.10000038,12.69999981,35.2-79.0,0.444999993,7.7-21.5,0.360000014,20.8-26.3,0.791000009,106.4000015,1.700000048,2004
Al Jefferson,0,14,Boston,89,48.5,100.1999969,40.70000076,21.60000038,8.199999809,5.300000191,15.30000019,24.5,29.70000076,11,36.8-79.0,0.465999991,5.3-15.2,0.347000003,21.3-27.9,0.763000011,111.9000015,1.299999952,2004
Gilbert Arenas,1,18,Washington,88,20,101.6999969,41.09999847,18.5,7.900000095,4.199999809,13.30000019,22.60000038,28.5,12.5,36.2-81.0,0.446999997,6.1-17.1,0.354000002,23.2-30.6,0.755999982,107.8000031,-1.600000024,2005
Kobe Bryant*,1,7,L.A.Lakers,89,20,99.5,42.20000076,20.79999924,7.599999905,4.199999809,13.5,23.10000038,30.39999962,11.80000019,36.6-80.8,0.453000009,6.8-19.5,0.347000003,19.6-26.3,0.745999992,110,3.700000048,2005
Morris Peterson,1,28,Toronto,82,20,101,38.5,19.39999962,6.5,3.299999952,12.5,24,27.89999962,10.5,36.7-81.0,0.453999996,7.4-19.8,0.375,20.1-25.5,0.791000009,106.6999969,-12.19999981,2005
Jason Terry,1,4,Dallas,105,20,99.30000305,42.29999924,17.39999962,7.099999905,5.599999905,12.69999981,23.10000038,29.79999924,12.5,36.0-78.3,0.460000008,5.0-13.9,0.360000014,22.3-28.3,0.788999975,110.6999969,12.69999981,2005
Ben Gordon,1,14,Chicago,88,20,97.90000153,42.59999847,21.79999924,6.199999809,4.199999809,14.69999981,24.89999962,31.70000076,10.89999962,36.5-81.8,0.44600001,6.9-18.1,0.379999995,18.0-24.4,0.737999976,106.1999969,0.899999976,2005
Michael Redd,1,22,Milwaukee,87,20,97.80000305,40.90000153,21.5,7.199999809,3.200000048,13.89999962,23.39999962,29.70000076,11.30000019,36.4-80.1,0.453999996,6.1-16.1,0.381999999,18.9-25.5,0.74000001,106.5,-5.900000095,2005
Steve Nash*,1,2,Phoenix,102,20,108.0999985,40.79999924,26,6.5,4.900000095,12.39999962,20.79999924,31.70000076,9.100000381,41.5-86.5,0.479000002,10.0-25.2,0.398000002,15.2-18.7,0.811999977,125.1999969,14,2005
LeBron James,1,11,Cleveland,95,20,96.59999847,42.29999924,18.60000038,6.900000095,4.699999809,13.39999962,21.60000038,30.5,11.80000019,35.2-78.0,0.451000005,5.8-17.2,0.337000012,20.4-27.8,0.73299998,105.5,2,2005
James Jones,1,2,Phoenix,102,20,108.0999985,40.79999924,26,6.5,4.900000095,12.39999962,20.79999924,31.70000076,9.100000381,41.5-86.5,0.479000002,10.0-25.2,0.398000002,15.2-18.7,0.811999977,125.1999969,14,2005
Jumaine Jones,1,27,Charlotte,82,20,96.90000153,39.79999924,20.89999962,10,4.300000191,13.60000038,23.89999962,27.70000076,12.10000038,36.1-83.5,0.432999998,5.2-15.4,0.338999987,19.4-26.7,0.728999972,103.6999969,-11,2005
Leandro Barbosa,1,2,Phoenix,102,20,108.0999985,40.79999924,26,6.5,4.900000095,12.39999962,20.79999924,31.70000076,9.100000381,41.5-86.5,0.479000002,10.0-25.2,0.398000002,15.2-18.7,0.811999977,125.1999969,14,2005
Chris Duhon,0,14,Chicago,88,20,97.90000153,42.59999847,21.79999924,6.199999809,4.199999809,14.69999981,24.89999962,31.70000076,10.89999962,36.5-81.8,0.44600001,6.9-18.1,0.379999995,18.0-24.4,0.737999976,106.1999969,0.899999976,2005
Dirk Nowitzki,0,4,Dallas,105,20,99.30000305,42.29999924,17.39999962,7.099999905,5.599999905,12.69999981,23.10000038,29.79999924,12.5,36.0-78.3,0.460000008,5.0-13.9,0.360000014,22.3-28.3,0.788999975,110.6999969,12.69999981,2005
Paul Pierce*,0,20,Boston,82,20,98,39.59999847,20.89999962,7,5.199999809,15.89999962,24.79999924,29.70000076,9.899999619,36.0-77.1,0.467000008,5.7-15.7,0.361999989,20.3-26.9,0.754999995,107.0999985,-2.700000048,2005
Bobby Simmons,0,22,Milwaukee,87,20,97.80000305,40.90000153,21.5,7.199999809,3.200000048,13.89999962,23.39999962,29.70000076,11.30000019,36.4-80.1,0.453999996,6.1-16.1,0.381999999,18.9-25.5,0.74000001,106.5,-5.900000095,2005
Salim Stoudamire,0,25,Atlanta,82,20,97.19999695,40.29999924,19.79999924,7.199999809,4.800000191,15.10000038,25,27.20000076,13,35.9-79.2,0.453999996,5.2-14.1,0.367000014,20.2-26.9,0.75,104.1999969,-8.699999809,2005
Manu Ginóbili*,0,1,San Antonio,95,20,96.59999847,40.90000153,20.5,6.599999905,5.699999809,13.19999981,21.29999924,30.79999924,10.10000038,36.5-76.9,0.474999994,6.3-16.4,0.386000007,17.3-24.2,0.714999974,109.8000031,15.10000038,2005
Matt Bonner,0,28,Toronto,82,20,101,38.5,19.39999962,6.5,3.299999952,12.5,24,27.89999962,10.5,36.7-81.0,0.453999996,7.4-19.8,0.375,20.1-25.5,0.791000009,106.6999969,-12.19999981,2005
Greg Buckner,0,12,Denver,87,20,99.59999847,41.40000153,23.20000076,8.399999619,5.599999905,14.19999981,22.70000076,30.20000076,11.19999981,37.3-81.6,0.456,4.2-13.1,0.319000006,20.9-28.1,0.742999971,112.3000031,1.299999952,2005
Quentin Richardson,0,29,New York,82,20,95.59999847,41.40000153,17.89999962,6.800000191,3.299999952,17,26.29999924,28.79999924,12.60000038,34.4-75.7,0.455000013,3.9-10.8,0.361999989,22.9-31.5,0.726000011,98.09999847,-15,2005
Lamar Odom,0,7,L.A.Lakers,89,20,99.5,42.20000076,20.79999924,7.599999905,4.199999809,13.5,23.10000038,30.39999962,11.80000019,36.6-80.8,0.453000009,6.8-19.5,0.347000003,19.6-26.3,0.745999992,110,3.700000048,2005
Mehmet Okur,0,15,Utah,82,20,92.40000153,42.09999847,21.60000038,6.400000095,6,14.80000019,24.79999924,29,13.10000038,33.5-75.7,0.442000002,3.8-11.3,0.335999995,21.6-30.1,0.718999982,103,0.200000003,2005
DerMarr Johnson,0,12,Denver,87,20,99.59999847,41.40000153,23.20000076,8.399999619,5.599999905,14.19999981,22.70000076,30.20000076,11.19999981,37.3-81.6,0.456,4.2-13.1,0.319000006,20.9-28.1,0.742999971,112.3000031,1.299999952,2005
Charlie Villanueva,0,28,Toronto,82,20,101,38.5,19.39999962,6.5,3.299999952,12.5,24,27.89999962,10.5,36.7-81.0,0.453999996,7.4-19.8,0.375,20.1-25.5,0.791000009,106.6999969,-12.19999981,2005
Pat Garrity,0,19,Orlando,82,20,94.90000153,40.20000076,18.20000076,6.5,4.400000095,14.39999962,23.29999924,29.29999924,10.89999962,35.5-75.2,0.472000003,3.6-9.7,0.375999987,20.3-27.8,0.730000019,102.5999985,-1.600000024,2005
Robert Horry,0,1,San Antonio,95,20,96.59999847,40.90000153,20.5,6.599999905,5.699999809,13.19999981,21.29999924,30.79999924,10.10000038,36.5-76.9,0.474999994,6.3-16.4,0.386000007,17.3-24.2,0.714999974,109.8000031,15.10000038,2005
Andre Iguodala,0,21,Philadelphia,82,20,99.40000153,40.20000076,20.20000076,7.900000095,4.900000095,13.60000038,20.89999962,29.60000038,10.60000038,36.6-79.8,0.458000004,4.6-12.6,0.363999993,21.6-28.4,0.75999999,109,-5.800000191,2005
Richard Hamilton,0,3,Detroit,100,20,95.90000153,40.20000076,23.10000038,7,5.599999905,10.80000019,18.79999924,28.39999962,11.80000019,35.6-79.0,0.451000005,6.8-17.8,0.381999999,17.9-24.6,0.726999998,110.9000015,13.69999981,2005
Devean George,0,7,L.A.Lakers,89,20,99.5,42.20000076,20.79999924,7.599999905,4.199999809,13.5,23.10000038,30.39999962,11.80000019,36.6-80.8,0.453000009,6.8-19.5,0.347000003,19.6-26.3,0.745999992,110,3.700000048,2005
Chris Paul,0,23,New Orleans,82,20,92.80000305,40.20000076,18.5,7.5,3.799999952,12.5,21.79999924,29,11.19999981,34.5-78.4,0.439999998,3.7-10.8,0.338999987,20.1-26.6,0.757000029,99.90000153,-6.199999809,2005
Lamond Murray,0,8,Brooklyn,93,20,93.80000305,40.70000076,22.89999962,6.800000191,3.299999952,12.89999962,23.60000038,30.70000076,10,33.9-76.9,0.441000015,5.8-17.6,0.326999992,20.2-26.7,0.758000016,105.1999969,3.599999905,2005
T.J. Ford,0,22,Milwaukee,87,20,97.80000305,40.90000153,21.5,7.199999809,3.200000048,13.89999962,23.39999962,29.70000076,11.30000019,36.4-80.1,0.453999996,6.1-16.1,0.381999999,18.9-25.5,0.74000001,106.5,-5.900000095,2005
Marko Jarić,0,10,Minnesota,82,20,91.69999695,39.40000153,20.89999962,6.800000191,5.699999809,13.69999981,23,29.5,9.899999619,35.2-77.3,0.456,3.8-11.5,0.328999996,17.5-23.1,0.758000016,103.1999969,2.200000048,2005
Andrei Kirilenko,0,15,Utah,82,20,92.40000153,42.09999847,21.60000038,6.400000095,6,14.80000019,24.79999924,29,13.10000038,33.5-75.7,0.442000002,3.8-11.3,0.335999995,21.6-30.1,0.718999982,103,0.200000003,2005
Carmelo Anthony,0,12,Denver,87,20,99.59999847,41.40000153,23.20000076,8.399999619,5.599999905,14.19999981,22.70000076,30.20000076,11.19999981,37.3-81.6,0.456,4.2-13.1,0.319000006,20.9-28.1,0.742999971,112.3000031,1.299999952,2005
Josh Childress,0,25,Atlanta,82,20,97.19999695,40.29999924,19.79999924,7.199999809,4.800000191,15.10000038,25,27.20000076,13,35.9-79.2,0.453999996,5.2-14.1,0.367000014,20.2-26.9,0.75,104.1999969,-8.699999809,2005
Jason Kapono,0,5,Miami,105,20,99.09999847,42.90000153,19.89999962,6.5,5.199999809,14.19999981,23.10000038,32.59999847,10.30000019,36.6-76.4,0.479000002,6.1-17.9,0.342000008,19.8-28.8,0.68900001,110.6999969,11.19999981,2005
Joey Graham,0,28,Toronto,82,20,101,38.5,19.39999962,6.5,3.299999952,12.5,24,27.89999962,10.5,36.7-81.0,0.453999996,7.4-19.8,0.375,20.1-25.5,0.791000009,106.6999969,-12.19999981,2005
Brian Scalabrine,0,20,Boston,82,20,98,39.59999847,20.89999962,7,5.199999809,15.89999962,24.79999924,29.70000076,9.899999619,36.0-77.1,0.467000008,5.7-15.7,0.361999989,20.3-26.9,0.754999995,107.0999985,-2.700000048,2005
Daniel Ewing,0,6,L.A.Clippers,94,20,98.30000305,43.40000153,20.79999924,6.300000191,6.099999905,13.89999962,23,33.20000076,10.19999981,36.9-78.8,0.467999995,3.7-10.5,0.349000007,20.8-26.2,0.79400003,113.5999985,9.300000191,2005
Carlos Delfino,0,3,Detroit,100,20,95.90000153,40.20000076,23.10000038,7,5.599999905,10.80000019,18.79999924,28.39999962,11.80000019,35.6-79.0,0.451000005,6.8-17.8,0.381999999,17.9-24.6,0.726999998,110.9000015,13.69999981,2005
Keyon Dooling,0,19,Orlando,82,20,94.90000153,40.20000076,18.20000076,6.5,4.400000095,14.39999962,23.29999924,29.29999924,10.89999962,35.5-75.2,0.472000003,3.6-9.7,0.375999987,20.3-27.8,0.730000019,102.5999985,-1.600000024,2005
Eddie Griffin,0,10,Minnesota,82,20,91.69999695,39.40000153,20.89999962,6.800000191,5.699999809,13.69999981,23,29.5,9.899999619,35.2-77.3,0.456,3.8-11.5,0.328999996,17.5-23.1,0.758000016,103.1999969,2.200000048,2005
Matt Harpring,0,15,Utah,82,20,92.40000153,42.09999847,21.60000038,6.400000095,6,14.80000019,24.79999924,29,13.10000038,33.5-75.7,0.442000002,3.8-11.3,0.335999995,21.6-30.1,0.718999982,103,0.200000003,2005
Darrell Armstrong,0,4,Dallas,105,20,99.30000305,42.29999924,17.39999962,7.099999905,5.599999905,12.69999981,23.10000038,29.79999924,12.5,36.0-78.3,0.460000008,5.0-13.9,0.360000014,22.3-28.3,0.788999975,110.6999969,12.69999981,2005
Tony Allen,0,20,Boston,82,20,98,39.59999847,20.89999962,7,5.199999809,15.89999962,24.79999924,29.70000076,9.899999619,36.0-77.1,0.467000008,5.7-15.7,0.361999989,20.3-26.9,0.754999995,107.0999985,-2.700000048,2005
Damien Wilkins,0,26,Oklahoma City,82,20,102.5999985,39.59999847,20.70000076,7.599999905,3.700000048,14,23.60000038,27.20000076,12.39999962,37.5-81.8,0.458999991,7.4-19.9,0.370999992,20.1-25.7,0.785000026,110.3000031,-10.19999981,2005
Zoran Planinić,0,8,Brooklyn,93,20,93.80000305,40.70000076,22.89999962,6.800000191,3.299999952,12.89999962,23.60000038,30.70000076,10,33.9-76.9,0.441000015,5.8-17.6,0.326999992,20.2-26.7,0.758000016,105.1999969,3.599999905,2005
Tony Parker,0,1,San Antonio,95,20,96.59999847,40.90000153,20.5,6.599999905,5.699999809,13.19999981,21.29999924,30.79999924,10.10000038,36.5-76.9,0.474999994,6.3-16.4,0.386000007,17.3-24.2,0.714999974,109.8000031,15.10000038,2005
Kenyon Martin,0,12,Denver,87,20,99.59999847,41.40000153,23.20000076,8.399999619,5.599999905,14.19999981,22.70000076,30.20000076,11.19999981,37.3-81.6,0.456,4.2-13.1,0.319000006,20.9-28.1,0.742999971,112.3000031,1.299999952,2005
Donell Taylor,0,18,Washington,88,20,101.6999969,41.09999847,18.5,7.900000095,4.199999809,13.30000019,22.60000038,28.5,12.5,36.2-81.0,0.446999997,6.1-17.1,0.354000002,23.2-30.6,0.755999982,107.8000031,-1.600000024,2005
Orien Greene,0,20,Boston,82,20,98,39.59999847,20.89999962,7,5.199999809,15.89999962,24.79999924,29.70000076,9.899999619,36.0-77.1,0.467000008,5.7-15.7,0.361999989,20.3-26.9,0.754999995,107.0999985,-2.700000048,2005
Marquis Daniels,0,4,Dallas,105,20,99.30000305,42.29999924,17.39999962,7.099999905,5.599999905,12.69999981,23.10000038,29.79999924,12.5,36.0-78.3,0.460000008,5.0-13.9,0.360000014,22.3-28.3,0.788999975,110.6999969,12.69999981,2005
Jeff Foster,0,9,Indiana,88,20,93.59999847,41.79999924,19.79999924,7.199999809,5,14.69999981,22.39999962,31.10000038,10.80000019,33.8-76.1,0.444000006,6.5-18.8,0.34799999,19.5-26.4,0.737999976,103.4000015,2.700000048,2005
Tim Duncan*,0,1,San Antonio,95,20,96.59999847,40.90000153,20.5,6.599999905,5.699999809,13.19999981,21.29999924,30.79999924,10.10000038,36.5-76.9,0.474999994,6.3-16.4,0.386000007,17.3-24.2,0.714999974,109.8000031,15.10000038,2005
Ryan Gomes,0,20,Boston,82,20,98,39.59999847,20.89999962,7,5.199999809,15.89999962,24.79999924,29.70000076,9.899999619,36.0-77.1,0.467000008,5.7-15.7,0.361999989,20.3-26.9,0.754999995,107.0999985,-2.700000048,2005
Linas Kleiza,0,12,Denver,87,20,99.59999847,41.40000153,23.20000076,8.399999619,5.599999905,14.19999981,22.70000076,30.20000076,11.19999981,37.3-81.6,0.456,4.2-13.1,0.319000006,20.9-28.1,0.742999971,112.3000031,1.299999952,2005
